Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,Sales per Item,Store ID
3631,Wallet,116.0,12/4/2019,4.7,Credit Card,94.0,2.0
4459,Leggings,116.0,4/25/2020,1.2,Cash,78.0,3.0
3261,Tunic,116.0,9/19/2020,1.5,Credit Card,42.0,4.0
3440,Tank Top,116.0,6/10/2020,2.7,Debit Card,59.0,9.0
4093,Leggings,116.0,7/24/2023,3.0,Debit Card,99.0,8.0
3072,Leggings,116.0,8/6/2023,1.1,Credit Card,70.0,10.0
4620,Handbag,116.0,10/7/2020,4.1,Online Payment,44.0,3.0
4519,Leggings,116.0,5/3/2020,2.7,Credit Card,32.0,10.0
4106,Handbag,116.0,12/22/2021,2.3,Online Payment,112.0,2.0
3665,Handbag,116.0,1/2/2020,2.5,Cash,75.0,2.0
3469,Leggings,116.0,7/12/2020,4.2,Credit Card,77.0,5.0
3092,Tunic,116.0,5/23/2020,4.4,Online Payment,38.0,9.0
3285,Tunic,116.0,4/11/2021,1.8,Debit Card,35.0,8.0
3426,Leggings,116.0,7/3/2022,4.5,Credit Card,55.0,5.0
3731,Leggings,116.0,4/2/2019,4.1,Credit Card,99.0,5.0
3504,Leggings,116.0,8/13/2019,2.1,Online Payment,20.0,6.0
4581,Handbag,116.0,10/20/2019,4.8,Online Payment,68.0,6.0
4878,Tunic,116.0,5/17/2020,4.3,Debit Card,29.0,6.0
4565,Wallet,116.0,1/2/2020,2.3,Debit Card,68.0,6.0
4497,Tunic,116.0,3/18/2022,1.4,Debit Card,57.0,10.0
4444,Tunic,116.0,9/6/2020,4.1,Credit Card,31.0,4.0
3119,Wallet,116.0,12/1/2021,1.9,Debit Card,101.0,2.0
4985,Tank Top,116.0,8/24/2023,4.9,Debit Card,32.0,6.0
4830,Leggings,116.0,7/22/2020,2.4,Cash,44.0,2.0
4764,Leggings,116.0,8/19/2020,2.7,Credit Card,15.0,4.0
4816,Tank Top,116.0,6/6/2021,4.8,Online Payment,97.0,3.0
4065,Handbag,116.0,9/28/2021,2.9,Credit Card,100.0,10.0
3851,Handbag,116.0,12/20/2022,2.3,Debit Card,155.0,9.0
3995,Leggings,116.0,8/12/2023,3.6,Credit Card,34.0,1.0
3698,Leggings,116.0,6/25/2023,2.0,Cash,88.0,6.0
3195,Leggings,116.0,8/28/2020,4.4,Debit Card,69.0,3.0
3086,Handbag,116.0,10/12/2022,4.6,Debit Card,28.0,3.0
3157,Tunic,116.0,5/26/2022,3.2,Online Payment,86.0,4.0
4394,Tank Top,116.0,8/6/2020,1.8,Debit Card,99.0,1.0
4097,Leggings,116.0,6/5/2021,1.4,Debit Card,75.0,2.0
4719,Tunic,116.0,10/3/2021,3.7,Debit Card,37.0,8.0
4616,Handbag,116.0,10/15/2021,1.2,Credit Card,75.0,8.0
4316,Leggings,116.0,6/23/2021,4.3,Cash,38.0,9.0
4112,Leggings,116.0,7/6/2021,4.2,Debit Card,30.0,10.0
3245,Leggings,116.0,6/18/2022,4.2,Online Payment,110.0,2.0
4391,Wallet,116.0,2/11/2023,4.7,Credit Card,36.0,4.0
3269,Tank Top,116.0,6/26/2023,3.8,Credit Card,75.0,7.0
3875,Tunic,116.0,9/27/2019,1.7,Cash,50.0,6.0
4272,Wallet,116.0,12/3/2019,3.8,Online Payment,102.0,8.0
4948,Tank Top,116.0,6/8/2020,2.7,Cash,53.0,2.0
4512,Handbag,116.0,12/5/2022,4.8,Credit Card,105.0,3.0
3011,Leggings,116.0,8/21/2022,4.8,Credit Card,53.0,5.0
3057,Handbag,116.0,12/5/2023,2.5,Online Payment,55.0,10.0
4788,Leggings,116.0,3/21/2023,4.6,Credit Card,19.0,10.0
3091,Handbag,116.0,9/8/2019,2.7,Credit Card,195.0,3.0
4865,Tunic,116.0,9/1/2019,3.7,Credit Card,78.0,6.0
3593,Leggings,116.0,5/28/2021,3.2,Debit Card,59.0,6.0
4207,Handbag,116.0,10/12/2022,3.8,Debit Card,25.0,1.0
3291,Leggings,116.0,7/5/2022,4.0,Debit Card,83.0,2.0
3789,Leggings,116.0,7/25/2019,4.4,Debit Card,13.0,1.0
4295,Wallet,116.0,2/22/2021,2.2,Online Payment,61.0,3.0
3733,Leggings,116.0,8/20/2021,4.9,Debit Card,52.0,10.0
3726,Handbag,116.0,12/27/2021,1.4,Cash,73.0,10.0
4432,Handbag,116.0,12/15/2022,4.6,Debit Card,110.0,6.0
3514,Tank Top,116.0,8/12/2023,4.5,Debit Card,21.0,6.0
3311,Leggings,116.0,5/25/2020,3.1,Credit Card,36.0,1.0
3136,Handbag,116.0,10/9/2020,1.9,Debit Card,187.0,9.0
3562,Tunic,116.0,9/17/2021,4.7,Credit Card,21.0,2.0
3430,Tank Top,116.0,7/16/2021,3.0,Credit Card,68.0,5.0
3410,Tunic,116.0,9/27/2023,1.6,Debit Card,50.0,4.0
3109,Tank Top,116.0,7/4/2020,3.1,Credit Card,35.0,6.0
3872,Handbag,116.0,1/11/2021,4.3,Cash,45.0,8.0
4488,Wallet,116.0,12/8/2022,2.7,Credit Card,120.0,1.0
4186,Leggings,116.0,8/14/2022,1.3,Cash,58.0,1.0
3956,Tank Top,116.0,6/17/2022,3.6,Cash,23.0,8.0
4949,Tank Top,116.0,8/23/2020,4.6,Cash,40.0,5.0
4108,Leggings,116.0,4/23/2021,1.8,Debit Card,129.0,8.0
4857,Leggings,116.0,7/9/2021,3.6,Credit Card,72.0,10.0
4356,Leggings,116.0,6/25/2022,4.1,Online Payment,77.0,10.0
3579,Tank Top,116.0,7/9/2020,1.4,Credit Card,38.0,5.0
4220,Wallet,116.0,12/9/2021,1.6,Cash,22.0,8.0
4873,Leggings,116.0,7/10/2021,3.4,Online Payment,19.0,9.0
3010,Leggings,116.0,4/13/2021,1.5,Debit Card,30.0,10.0
4686,Handbag,116.0,9/14/2023,4.1,Online Payment,49.0,5.0
3311,Wallet,116.0,1/14/2019,4.4,Cash,108.0,2.0
4524,Leggings,116.0,8/12/2020,2.7,Cash,22.0,4.0
4488,Tunic,116.0,10/27/2020,1.6,Credit Card,78.0,4.0
4821,Leggings,116.0,4/5/2019,1.1,Credit Card,73.0,2.0
3547,Leggings,116.0,6/8/2019,4.0,Online Payment,76.0,8.0
3421,Tunic,116.0,10/26/2020,3.6,Debit Card,63.0,7.0
3148,Leggings,116.0,4/1/2022,2.0,Debit Card,58.0,5.0
4916,Wallet,116.0,2/17/2019,1.4,Online Payment,190.0,10.0
3394,Handbag,116.0,11/19/2020,3.4,Credit Card,101.0,9.0
3379,Handbag,116.0,10/26/2022,3.0,Cash,66.0,2.0
4674,Tank Top,116.0,8/18/2023,4.6,Online Payment,59.0,3.0
3175,Leggings,116.0,7/25/2023,2.7,Debit Card,66.0,4.0
3944,Leggings,116.0,5/3/2023,3.6,Cash,50.0,5.0
4644,Wallet,116.0,12/19/2020,2.8,Credit Card,73.0,1.0
3061,Tunic,116.0,9/7/2020,3.3,Debit Card,76.0,7.0
3731,Handbag,116.0,2/11/2022,1.2,Credit Card,234.0,4.0
3250,Tunic,116.0,9/19/2023,3.7,Online Payment,60.0,2.0
3074,Handbag,116.0,12/14/2020,1.8,Online Payment,56.0,3.0
4823,Handbag,116.0,10/1/2019,3.2,Online Payment,37.0,1.0
3640,Handbag,116.0,2/13/2019,3.4,Cash,111.0,6.0
4563,Handbag,116.0,11/7/2019,4.5,Online Payment,206.0,9.0
4208,Handbag,116.0,9/15/2021,3.7,Debit Card,157.0,4.0
4499,Tank Top,116.0,6/22/2021,3.9,Cash,87.0,6.0
4835,Wallet,116.0,12/1/2023,3.3,Online Payment,119.0,2.0
4557,Tunic,116.0,9/21/2019,1.8,Cash,52.0,2.0
4561,Leggings,116.0,3/7/2020,3.7,Debit Card,110.0,9.0
4836,Wallet,116.0,12/14/2021,3.8,Debit Card,83.0,6.0
3478,Leggings,116.0,5/15/2022,1.5,Debit Card,37.0,1.0
3783,Tank Top,116.0,6/14/2023,1.7,Cash,61.0,4.0
3481,Handbag,116.0,11/13/2022,4.8,Debit Card,60.0,1.0
3855,Tunic,116.0,11/8/2022,3.8,Credit Card,72.0,8.0
3055,Tank Top,116.0,8/6/2022,1.1,Cash,60.0,9.0
3064,Tunic,116.0,4/5/2023,1.0,Online Payment,62.0,10.0
4229,Tunic,116.0,9/17/2019,1.8,Credit Card,44.0,1.0
3979,Tunic,116.0,4/4/2020,4.8,Credit Card,32.0,8.0
3325,Leggings,116.0,6/19/2020,2.4,Credit Card,74.0,8.0
4816,Leggings,116.0,8/27/2021,4.4,Online Payment,21.0,5.0
3797,Leggings,116.0,4/16/2023,4.2,Credit Card,98.0,2.0
4753,Leggings,116.0,3/13/2023,4.1,Cash,60.0,5.0
4577,Tunic,116.0,5/25/2019,4.5,Online Payment,63.0,3.0
3497,Tunic,116.0,4/4/2022,4.2,Online Payment,68.0,6.0
3740,Wallet,116.0,1/12/2022,1.7,Credit Card,58.0,9.0
4420,Leggings,116.0,4/1/2019,3.3,Credit Card,21.0,9.0
3371,Wallet,116.0,12/19/2021,2.5,Credit Card,133.0,1.0
3136,Tunic,116.0,9/19/2021,1.1,Online Payment,76.0,10.0
3042,Handbag,116.0,12/4/2022,1.5,Online Payment,131.0,7.0
3158,Leggings,116.0,8/12/2019,4.9,Credit Card,34.0,2.0
4532,Leggings,116.0,4/26/2020,1.5,Debit Card,75.0,3.0
4541,Leggings,116.0,7/7/2020,4.3,Online Payment,43.0,5.0
4933,Tank Top,116.0,7/27/2022,2.3,Cash,31.0,4.0
4902,Wallet,116.0,12/14/2023,2.7,Cash,37.0,10.0
4883,Tunic,116.0,4/18/2019,3.0,Online Payment,86.0,1.0
3766,Leggings,116.0,8/14/2019,1.7,Debit Card,41.0,2.0
3723,Wallet,116.0,1/18/2020,1.9,Online Payment,153.0,3.0
4691,Leggings,116.0,8/10/2022,3.1,Debit Card,32.0,3.0
4146,Tank Top,116.0,6/8/2020,3.0,Cash,34.0,1.0
4352,Handbag,116.0,10/26/2020,2.8,Online Payment,55.0,3.0
3260,Wallet,116.0,12/26/2020,2.6,Credit Card,75.0,6.0
4516,Wallet,116.0,12/26/2021,3.3,Credit Card,32.0,3.0
3538,Leggings,116.0,5/25/2022,2.8,Debit Card,89.0,6.0
3073,Leggings,116.0,4/16/2021,4.7,Online Payment,31.0,5.0
4531,Tank Top,116.0,6/7/2022,2.9,Debit Card,53.0,4.0
4769,Handbag,116.0,12/9/2022,3.7,Debit Card,136.0,4.0
3037,Leggings,116.0,4/11/2022,4.9,Credit Card,25.0,7.0
4903,Handbag,116.0,9/2/2022,3.1,Online Payment,95.0,9.0
4594,Leggings,116.0,8/14/2020,1.8,Credit Card,17.0,7.0
3848,Leggings,116.0,4/18/2021,3.6,Online Payment,110.0,7.0
4741,Leggings,116.0,3/6/2019,1.5,Credit Card,76.0,1.0
4452,Tank Top,116.0,7/8/2019,2.8,Credit Card,60.0,2.0
4731,Tunic,116.0,9/4/2022,3.7,Cash,66.0,3.0
3809,Handbag,116.0,2/11/2019,3.3,Credit Card,54.0,8.0
3659,Wallet,116.0,12/12/2019,3.7,Online Payment,26.0,9.0
4579,Leggings,116.0,8/5/2021,2.2,Cash,53.0,1.0
3842,Tunic,116.0,9/9/2021,2.8,Credit Card,48.0,8.0
4523,Leggings,116.0,4/22/2022,3.0,Debit Card,17.0,10.0
4122,Hoodie,116.0,3/17/2023,2.0,Cash,,
3993,Gloves,116.0,12/13/2022,2.4,Credit Card,,
4098,Handbag,116.0,12/29/2022,3.6,Credit Card,,
3986,Slippers,116.0,10/23/2022,1.4,Cash,,
3999,Kimono,116.0,1/21/2023,2.3,Cash,,
4036,Trench Coat,116.0,10/10/2022,4.1,Credit Card,,
4095,Cardigan,116.0,12/30/2022,4.0,Cash,,
3971,Trench Coat,116.0,10/11/2022,4.5,Credit Card,,
4074,Onesie,116.0,9/22/2023,1.7,Credit Card,,
4083,Hoodie,116.0,6/22/2023,3.4,Credit Card,,
3978,Gloves,116.0,9/10/2023,,Credit Card,,
4052,Flannel Shirt,116.0,12/8/2022,1.4,Cash,,
4021,Jeans,116.0,11/1/2022,4.3,Credit Card,,
4032,Sandals,116.0,1/31/2023,1.9,Credit Card,,
3991,Jacket,116.0,10/17/2022,,Cash,,
3912,Handbag,116.0,1/11/2019,2.7,Online Payment,173.0,7.0
4515,Leggings,116.0,8/14/2019,2.4,Online Payment,75.0,9.0
3324,Handbag,116.0,12/2/2020,2.7,Online Payment,136.0,2.0
4963,Tank Top,116.0,7/27/2020,3.6,Online Payment,67.0,3.0
3081,Tank Top,116.0,8/7/2020,3.5,Debit Card,24.0,4.0
3417,Handbag,116.0,10/23/2021,1.5,Online Payment,61.0,8.0
4764,Leggings,116.0,6/16/2022,2.0,Cash,33.0,8.0
4789,Tunic,116.0,3/20/2023,2.6,Debit Card,39.0,2.0
3888,Tank Top,116.0,8/15/2020,2.9,Cash,75.0,5.0
3052,Handbag,116.0,10/11/2020,2.6,Credit Card,175.0,5.0
3052,Leggings,116.0,7/12/2020,3.5,Online Payment,44.0,7.0
4622,Tunic,116.0,3/14/2020,4.4,Credit Card,19.0,9.0
4654,Leggings,116.0,8/20/2020,1.1,Cash,19.0,3.0
3116,Handbag,116.0,9/25/2022,4.9,Credit Card,117.0,1.0
3115,Leggings,116.0,4/12/2023,4.6,Debit Card,50.0,2.0
3763,Leggings,116.0,4/27/2019,4.5,Online Payment,48.0,6.0
3249,Tank Top,116.0,6/6/2021,3.9,Debit Card,37.0,6.0
3983,Tunic,116.0,5/9/2023,2.3,Debit Card,26.0,4.0
4804,Tank Top,116.0,8/28/2019,3.9,Credit Card,63.0,3.0
4856,Leggings,116.0,8/13/2019,4.4,Cash,72.0,8.0
3288,Handbag,116.0,9/22/2019,3.7,Credit Card,149.0,10.0
4618,Leggings,116.0,6/17/2021,1.8,Cash,52.0,4.0
4505,Leggings,116.0,8/8/2021,1.7,Online Payment,43.0,10.0
4048,Leggings,116.0,7/7/2023,3.1,Online Payment,84.0,6.0
4251,Handbag,116.0,11/15/2023,4.9,Cash,40.0,9.0
3012,Leggings,116.0,6/23/2021,2.2,Credit Card,73.0,10.0
4946,Leggings,116.0,5/18/2023,4.8,Cash,83.0,7.0
4443,Leggings,116.0,6/12/2022,1.9,Credit Card,49.0,3.0
3074,Leggings,116.0,5/15/2021,2.5,Online Payment,59.0,1.0
3319,Handbag,116.0,12/9/2022,3.4,Credit Card,138.0,7.0
3157,Tank Top,116.0,6/6/2022,4.2,Debit Card,42.0,9.0
4139,Handbag,116.0,9/14/2023,3.9,Debit Card,97.0,7.0
4653,Tunic,116.0,11/5/2023,4.2,Debit Card,46.0,9.0
4135,Leggings,116.0,3/26/2023,4.3,Credit Card,18.0,10.0
3082,Handbag,116.0,9/23/2020,3.8,Debit Card,86.0,1.0
4682,Leggings,116.0,8/27/2019,1.3,Online Payment,38.0,1.0
4582,Leggings,116.0,4/13/2019,2.9,Credit Card,67.0,1.0
3291,Tunic,116.0,5/8/2020,3.8,Online Payment,46.0,8.0
3534,Tunic,116.0,3/15/2021,3.8,Credit Card,38.0,4.0
3666,Handbag,116.0,11/11/2022,4.1,Debit Card,69.0,3.0
3086,Tunic,116.0,11/10/2022,2.1,Credit Card,75.0,10.0
3404,Handbag,116.0,11/2/2023,1.1,Online Payment,124.0,6.0
3575,Tank Top,116.0,7/1/2023,3.2,Online Payment,52.0,8.0
3080,Leggings,116.0,5/21/2019,1.9,Debit Card,45.0,7.0
3248,Tunic,116.0,5/14/2019,3.8,Cash,27.0,7.0
4458,Leggings,116.0,7/27/2020,2.0,Cash,38.0,1.0
4508,Leggings,116.0,8/11/2021,1.6,Credit Card,38.0,9.0
3012,Tunic,116.0,3/1/2022,4.9,Debit Card,69.0,3.0
3996,Handbag,116.0,10/20/2022,1.6,Credit Card,58.0,7.0
3473,Wallet,116.0,1/14/2022,4.9,Online Payment,74.0,10.0
4729,Tunic,116.0,10/21/2023,4.6,Credit Card,82.0,10.0
4030,Wallet,116.0,1/13/2020,4.2,Debit Card,84.0,10.0
3950,Tank Top,116.0,7/10/2021,1.8,Online Payment,59.0,1.0
4937,Tank Top,116.0,6/12/2019,4.9,Debit Card,120.0,8.0
3880,Leggings,116.0,5/18/2020,5.0,Debit Card,22.0,2.0
4369,Tunic,116.0,11/11/2020,3.6,Cash,59.0,8.0
4771,Tunic,116.0,10/2/2022,2.6,Online Payment,21.0,9.0
3651,Handbag,116.0,12/8/2020,3.0,Debit Card,163.0,5.0
3535,Handbag,116.0,11/19/2023,4.2,Credit Card,141.0,9.0
4468,Leggings,116.0,6/8/2019,3.7,Debit Card,72.0,5.0
3628,Leggings,116.0,7/25/2020,3.9,Debit Card,57.0,6.0
3110,Tank Top,116.0,8/15/2021,4.7,Cash,33.0,5.0
3289,Leggings,116.0,8/6/2021,3.3,Online Payment,19.0,8.0
4230,Tunic,116.0,3/10/2021,1.9,Debit Card,63.0,8.0
3318,Leggings,116.0,5/27/2022,2.4,Cash,79.0,6.0
4284,Tunic,116.0,9/2/2023,1.1,Cash,67.0,10.0
4259,Tunic,116.0,9/1/2020,2.8,Cash,18.0,5.0
3901,Wallet,116.0,12/16/2022,2.5,Debit Card,103.0,2.0
3106,Leggings,116.0,7/4/2019,4.2,Online Payment,78.0,8.0
3186,Wallet,116.0,1/14/2022,2.4,Credit Card,91.0,5.0
4484,Tunic,116.0,10/24/2022,3.1,Debit Card,88.0,9.0
3855,Wallet,116.0,12/6/2023,4.9,Credit Card,34.0,7.0
3149,Tank Top,116.0,7/7/2019,4.6,Credit Card,20.0,5.0
4116,Leggings,116.0,6/2/2019,3.2,Credit Card,69.0,10.0
3537,Tunic,116.0,9/12/2020,1.6,Cash,88.0,1.0
3190,Tunic,116.0,9/8/2019,1.6,Cash,77.0,3.0
3536,Tank Top,116.0,7/14/2019,3.0,Online Payment,28.0,7.0
4467,Tunic,116.0,10/23/2020,1.9,Debit Card,41.0,3.0
3348,Leggings,116.0,7/8/2021,3.5,Debit Card,60.0,10.0
4360,Leggings,116.0,8/6/2021,2.1,Cash,36.0,5.0
4277,Wallet,116.0,12/21/2021,4.5,Online Payment,84.0,7.0
3280,Handbag,116.0,11/24/2023,2.6,Online Payment,136.0,3.0
4022,Wallet,116.0,12/12/2023,5.0,Credit Card,35.0,3.0
4142,Leggings,116.0,8/27/2023,1.5,Online Payment,56.0,10.0
4270,Tank Top,116.0,7/1/2019,1.2,Debit Card,20.0,7.0
3185,Handbag,116.0,2/17/2020,5.0,Cash,117.0,3.0
4243,Tank Top,116.0,6/5/2021,3.7,Credit Card,59.0,5.0
3026,Tunic,116.0,11/25/2020,4.6,Credit Card,39.0,3.0
3028,Leggings,116.0,6/18/2021,5.0,Credit Card,31.0,3.0
4440,Leggings,116.0,4/19/2021,2.0,Cash,84.0,8.0
4471,Leggings,116.0,4/25/2021,1.3,Debit Card,52.0,8.0
3691,Leggings,116.0,5/19/2022,4.2,Credit Card,51.0,6.0
4328,Leggings,116.0,5/10/2023,4.3,Cash,55.0,1.0
4710,Tunic,116.0,9/10/2023,1.5,Debit Card,50.0,1.0
4164,Tank Top,116.0,6/11/2023,4.3,Cash,69.0,4.0
4201,Tunic,116.0,11/7/2019,2.9,Online Payment,16.0,3.0
3179,Wallet,116.0,1/24/2021,1.7,Debit Card,159.0,6.0
4679,Handbag,116.0,11/9/2022,2.3,Credit Card,112.0,10.0
4436,Handbag,116.0,9/3/2023,2.8,Debit Card,92.0,10.0
4374,Tunic,116.0,4/16/2021,3.5,Debit Card,62.0,10.0
3765,Tunic,116.0,11/10/2023,2.0,Online Payment,109.0,9.0
4113,Tunic,116.0,11/21/2019,3.1,Cash,84.0,9.0
4208,Tunic,116.0,4/3/2021,3.4,Online Payment,37.0,8.0
3005,Leggings,116.0,8/2/2023,1.7,Cash,36.0,10.0
3551,Tunic,116.0,5/11/2019,3.9,Credit Card,157.0,4.0
4914,Leggings,116.0,7/8/2019,1.8,Credit Card,66.0,10.0
4204,Tunic,116.0,9/12/2021,1.5,Online Payment,68.0,6.0
3014,Leggings,116.0,6/7/2020,2.8,Credit Card,29.0,2.0
3589,Handbag,116.0,10/21/2020,1.7,Cash,106.0,7.0
3023,Handbag,116.0,9/16/2021,3.3,Cash,82.0,2.0
4776,Wallet,116.0,1/8/2022,3.6,Credit Card,120.0,3.0
3647,Tank Top,116.0,6/4/2019,3.2,Cash,14.0,3.0
3364,Tunic,116.0,11/8/2020,2.9,Cash,24.0,1.0
3404,Leggings,116.0,8/3/2023,2.9,Online Payment,18.0,3.0
4104,Tunic,116.0,11/13/2021,2.0,Online Payment,99.0,10.0
4579,Tunic,116.0,10/26/2023,3.4,Debit Card,21.0,4.0
4230,Wallet,116.0,12/9/2019,1.7,Cash,21.0,4.0
3178,Leggings,116.0,8/8/2019,2.5,Debit Card,89.0,6.0
4109,Leggings,116.0,3/23/2020,2.6,Debit Card,55.0,10.0
3062,Wallet,116.0,12/9/2021,1.9,Cash,95.0,3.0
3221,Leggings,116.0,7/12/2019,4.7,Online Payment,50.0,3.0
3018,Tunic,116.0,10/10/2019,4.7,Online Payment,22.0,6.0
3148,Leggings,116.0,6/25/2019,3.3,Credit Card,41.0,7.0
3176,Leggings,116.0,5/25/2020,3.6,Credit Card,43.0,2.0
3139,Handbag,116.0,12/26/2020,3.9,Online Payment,87.0,8.0
3530,Handbag,116.0,12/17/2020,2.3,Debit Card,153.0,10.0
4653,Tunic,116.0,9/14/2021,3.6,Credit Card,53.0,1.0
3101,Tank Top,116.0,7/2/2021,3.7,Cash,37.0,8.0
3418,Tunic,116.0,9/6/2021,2.2,Online Payment,40.0,8.0
3904,Leggings,116.0,3/10/2020,2.3,Credit Card,51.0,2.0
4233,Handbag,116.0,9/18/2021,1.4,Debit Card,81.0,10.0
3892,Tunic,116.0,9/7/2022,2.6,Cash,61.0,3.0
3790,Tank Top,116.0,7/11/2022,3.0,Online Payment,69.0,4.0
4273,Tunic,116.0,5/27/2019,3.4,Debit Card,35.0,9.0
3188,Wallet,116.0,1/26/2020,4.6,Cash,53.0,1.0
4234,Leggings,116.0,8/20/2023,4.4,Online Payment,26.0,3.0
3888,Handbag,116.0,9/6/2021,2.8,Credit Card,87.0,2.0
4665,Tank Top,116.0,8/15/2021,5.0,Online Payment,98.0,8.0
4069,Leggings,116.0,8/14/2022,2.7,Credit Card,26.0,2.0
4188,Leggings,116.0,4/24/2019,3.8,Online Payment,112.0,2.0
3747,Wallet,116.0,12/4/2021,4.0,Debit Card,56.0,6.0
3511,Tunic,116.0,10/5/2022,1.6,Debit Card,49.0,7.0
4459,Handbag,116.0,11/6/2023,1.2,Online Payment,40.0,10.0
4871,Wallet,116.0,12/9/2019,4.1,Cash,79.0,7.0
3234,Leggings,116.0,6/7/2021,1.9,Cash,35.0,4.0
3191,Leggings,116.0,7/26/2022,3.3,Debit Card,37.0,9.0
4390,Tunic,116.0,3/6/2021,4.3,Cash,46.0,3.0
3751,Handbag,116.0,9/5/2022,2.4,Cash,77.0,2.0
3756,Handbag,116.0,12/6/2023,3.0,Cash,107.0,6.0
3074,Handbag,116.0,9/26/2019,1.4,Credit Card,84.0,9.0
4413,Tunic,116.0,5/11/2021,3.6,Cash,153.0,7.0
4157,Tank Top,116.0,6/13/2022,3.6,Cash,58.0,10.0
4470,Leggings,116.0,5/13/2023,2.3,Credit Card,52.0,3.0
3027,Tank Top,116.0,7/20/2023,3.9,Cash,74.0,5.0
4953,Tank Top,116.0,6/3/2019,1.1,Credit Card,14.0,2.0
4261,Tank Top,116.0,6/2/2019,2.1,Debit Card,43.0,4.0
3270,Leggings,116.0,3/18/2019,4.1,Debit Card,24.0,7.0
4347,Leggings,116.0,4/7/2020,2.4,Cash,19.0,3.0
4065,Leggings,116.0,6/14/2022,1.7,Debit Card,59.0,10.0
4648,Leggings,116.0,5/1/2023,1.8,Debit Card,57.0,4.0
4468,Tank Top,116.0,8/24/2021,2.8,Cash,28.0,7.0
4847,Leggings,116.0,8/15/2022,4.9,Credit Card,29.0,2.0
4927,Leggings,116.0,3/2/2023,2.7,Online Payment,26.0,7.0
3816,Leggings,116.0,6/10/2019,3.0,Online Payment,43.0,7.0
3069,Leggings,116.0,6/3/2019,1.7,Cash,40.0,9.0
3415,Leggings,116.0,8/15/2019,1.3,Online Payment,76.0,2.0
3523,Tank Top,116.0,7/26/2023,4.3,Debit Card,53.0,5.0
3085,Handbag,116.0,1/10/2023,2.4,Credit Card,70.0,6.0
4067,Leggings,116.0,7/11/2019,2.9,Online Payment,64.0,10.0
4869,Tunic,116.0,9/14/2019,4.7,Debit Card,60.0,6.0
4130,Tunic,116.0,11/23/2020,2.7,Credit Card,20.0,4.0
3521,Tank Top,116.0,6/22/2022,1.7,Online Payment,69.0,7.0
4370,Tunic,116.0,11/24/2022,3.5,Credit Card,72.0,8.0
4112,Leggings,116.0,5/21/2022,4.4,Online Payment,37.0,6.0
3212,Tunic,116.0,10/26/2022,2.4,Debit Card,25.0,7.0
4584,Tunic,115.0,9/26/2019,2.6,Debit Card,79.0,2.0
4030,Handbag,115.0,12/3/2020,4.4,Online Payment,96.0,9.0
3077,Leggings,115.0,6/13/2023,3.7,Debit Card,21.0,1.0
3384,Leggings,115.0,4/21/2023,1.1,Credit Card,91.0,9.0
4237,Leggings,115.0,4/1/2020,1.2,Debit Card,52.0,5.0
4552,Leggings,115.0,8/22/2021,2.0,Cash,60.0,9.0
3105,Wallet,115.0,12/28/2022,2.4,Credit Card,27.0,1.0
3404,Handbag,115.0,12/17/2022,2.5,Credit Card,103.0,6.0
3714,Handbag,115.0,9/6/2019,2.3,Debit Card,75.0,1.0
3692,Leggings,115.0,6/18/2021,2.1,Credit Card,71.0,3.0
3498,Leggings,115.0,5/20/2021,3.4,Online Payment,59.0,7.0
3591,Tunic,115.0,4/7/2021,4.5,Credit Card,58.0,10.0
4284,Tank Top,115.0,7/16/2022,4.1,Credit Card,52.0,7.0
4103,Leggings,115.0,7/17/2019,2.0,Cash,66.0,1.0
3189,Tank Top,115.0,7/18/2020,4.1,Credit Card,43.0,4.0
4949,Tunic,115.0,9/13/2020,3.1,Credit Card,75.0,9.0
4517,Tank Top,115.0,7/23/2023,1.3,Debit Card,70.0,9.0
3253,Leggings,115.0,4/16/2019,2.6,Cash,32.0,9.0
3136,Tunic,115.0,5/13/2021,3.9,Credit Card,115.0,1.0
4357,Leggings,115.0,8/8/2021,2.8,Online Payment,49.0,8.0
4556,Handbag,115.0,12/24/2023,4.1,Online Payment,71.0,1.0
4077,Leggings,115.0,7/11/2019,2.5,Debit Card,23.0,1.0
3604,Leggings,115.0,4/12/2021,1.8,Credit Card,100.0,3.0
3081,Leggings,115.0,6/18/2022,1.9,Cash,16.0,2.0
3932,Wallet,115.0,12/17/2023,1.9,Credit Card,113.0,1.0
3166,Leggings,115.0,3/21/2019,3.9,Debit Card,62.0,3.0
3883,Leggings,115.0,7/16/2021,1.8,Credit Card,50.0,1.0
4773,Wallet,115.0,12/3/2022,2.5,Cash,89.0,1.0
4738,Leggings,115.0,5/6/2023,2.5,Online Payment,69.0,5.0
4548,Leggings,115.0,6/14/2020,3.3,Online Payment,34.0,9.0
4118,Leggings,115.0,6/25/2023,3.1,Cash,86.0,1.0
3750,Tank Top,115.0,6/27/2020,4.4,Cash,37.0,3.0
3192,Leggings,115.0,8/11/2019,4.7,Credit Card,26.0,2.0
4933,Tank Top,115.0,7/13/2020,4.2,Online Payment,41.0,1.0
4761,Tunic,115.0,3/3/2020,1.5,Cash,51.0,1.0
4156,Leggings,115.0,8/3/2020,1.3,Debit Card,72.0,2.0
4282,Leggings,115.0,7/9/2021,1.5,Cash,54.0,7.0
3200,Wallet,115.0,12/7/2022,1.4,Debit Card,81.0,3.0
